Delivery Challan ID,Challan Date,Delivery Challan Number,Challan Type,Status,Invoice Status,Branch ID,Branch Name,Customer ID,Customer Name,Place of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,MRP,Product ID,SKU,Kit Combo Item Name,Account,Item Desc,QuantityOrdered,QuantityInvoiced,Usage unit,Item Price,Discount,Discount Amount,HSN/SAC,Is Tax Calculated on Label Price,Warehouse Name,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Tax Exemption Reason,Item Type,Loaction,Item Total,SubTotal,Total,Item.CF.No of pcs in Master carton,CF.Dispatched Through,CF.Tracking No,CF.Send By
99381000013536802,2024-02-28,DC-00750,others,Draft,,99381000003083031,Head Office,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Q9LBL MOTHERBOARD WITH WIFI,,99381000005665050,Q8623,,Sales,,1.00,0.00,nos,7500.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,1350.00,Tax Group,,,goods,,7500.00,7500.00,8850.00,,ST courier ,,Eldho
99381000013536838,2024-02-28,DC-00751,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000010217110,VALLUVANAD SCALES,KL,business_gst,32EHDPA9161G1ZN,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Motherboard PF PC(Q),,99381000005650001,MPPQ,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,180.00,212.00,,ST courier ,,Eldho
99381000013540613,2024-02-29,DC-00752,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000004224116,ARYA SCALES - CALICUT,KL,business_gst,32APXPS4495R1ZI,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BPC50DAD2 Machine Leg,,99381000009819421,BPCLEG,,Sales,,4.00,0.00,nos,20.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,14.40,Tax Group,,,goods,,80.00,80.00,94.00,,ST courier ,,Eldho
99381000013726087,2024-03-07,DC-00753,others,Draft,,99381000003083031,Head Office,99381000003474082,DEWSUN TECHNOLOGIES,CH,business_gst,04AEOPT9095E1ZX,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BENCH PC GREEN MAIN BOARD,,99381000006246958,BPGMB,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,32.40,ItemAmount,INTD,,goods,,180.00,180.00,212.00,,Speed Post ,,Eldho
99381000013744124,2024-03-08,DC-00754,others,Draft,,99381000000098082,Cochin,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Electronic weighing scale DJ600,,99381000000796329,DJ600,,Sales,Make:YESWEIGH  Model:YSJ-50   Max:620.81g Min:500mg e:10mg    Class:II,1.00,0.00,nos,4500.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,810.00,Tax Group,,,goods,,4500.00,16500.00,19470.00,,Customer Pick,,Eldho
99381000013744124,2024-03-08,DC-00754,others,Draft,,99381000000098082,Cochin,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Jwellery Scale XY600-2C (600g/0.01g),,99381000009540143,YSJ612C,,Sales,Max : 600g Min : 200mg e: 10mg d : 10mg Class : II Model :YSJ,1.00,0.00,nos,4000.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,720.00,Tax Group,,,goods,,4000.00,16500.00,19470.00,,Customer Pick,,Eldho
99381000013744124,2024-03-08,DC-00754,others,Draft,,99381000000098082,Cochin,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Precision Balance JA203P (210g/0.001g),,99381000009540124,YSA213P,,Sales,Max : 210g Min : 100mg e: 1mg d : 1mg  Class : I Model :YSA,1.00,0.00,nos,8000.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1440.00,Tax Group,,,goods,,8000.00,16500.00,19470.00,,Customer Pick,,Eldho
99381000013776027,2024-03-09,DC-00755,others,Draft,,99381000000098082,Cochin,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Analytical Balance 200g/0.0001g -External,,99381000003934056,YSA204E,,Sales,"Model :YSA  SKU : YSA 2004E
Max :200g e:1mg d: 0.1mg Min:100mg",1.00,0.00,nos,24000.00,0.00,0.0,90160020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4320.00,Tax Group,,,goods,,24000.00,24000.00,28320.00,1,Customer Pick,,Eldho
99381000013767126,2024-03-09,DC-00756,others,Draft,,99381000000098082,Cochin,99381000001485053,Pilot Scales & Hardwares,TN,business_gst,33ATJPN8487E1ZA,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS Indicator,,99381000000343199,ECSIND,,Sales,,1.00,0.00,nos,14500.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,2610.00,ItemAmount,INTD,,goods,,14500.00,14500.00,17110.00,1,ST courier ,,Eldho
99381000013767157,2024-03-09,DC-00757,others,Draft,,99381000000098082,Cochin,99381000002072057,Mathi Scales,TN,business_gst,33AANFM5279L1ZO,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,CCM DONGLE,,99381000013636140,CCM117,,Sales,,1.00,0.00,nos,690.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,124.20,ItemAmount,INTD,,goods,,690.00,690.00,814.00,,ST courier ,,Eldho
99381000013864094,2024-03-13,DC-00758,others,Draft,,99381000000098082,Cochin,99381000000201819,SAFAL ENTERPRISE PVT. LTD,GJ,business_gst,24ABFCS6034B1ZR,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Spare Parts,,99381000001847007,SPARE,,Sales,,1.00,0.00,box,5000.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,900.00,ItemAmount,INTD,,goods,,5000.00,5000.00,5900.00,,Delhivery,,Shalima KT
99381000013870087,2024-03-13,DC-00759,others,Draft,,99381000003083031,Head Office,99381000001357572,City Technologies,KL,business_gst,32BJOPV6603G1Z0,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BPC50DAD2 Machine Leg,,99381000009819421,BPCLEG,,Sales,,8.00,0.00,nos,20.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,28.80,Tax Group,,,goods,,160.00,160.00,189.00,,ST courier ,,Eldho
99381000013896703,2024-03-14,DC-00760,Job Work,Draft,,99381000003083031,Head Office,99381000005777254,VINAYAKA SCALES,KL,business_gst,32BORPP6064D1ZS,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Q9LBL PRINT HEAD,,99381000001663314,Q9703,,Sales,,1.00,0.00,nos,2300.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,414.00,Tax Group,,,goods,,2300.00,2300.00,2714.00,,Amal Assosiate,,Biju B
99381000014013089,2024-03-20,DC-00761,others,Draft,,99381000000098082,Cochin,99381000014013063,AKASH,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECONOMIC BENCH MS,,99381000006175159,BY5039,,Sales,"Size : 30*34 Max: 50kg e: 5g
Dual display, LED RED display,Foldable platform",1.00,0.00,nos,1950.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,351.00,Tax Group,,,goods,,1950.00,5512.00,6504.00,4,ST courier ,,Eldho
99381000014013089,2024-03-20,DC-00761,others,Draft,,99381000000098082,Cochin,99381000014013063,AKASH,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PLATFORM SCALE -BENCH (DUAL-AD3),,99381000008766288,BPCADF,,Sales,Max:50kg e:5g Min:100g Class:III Display : Dual,1.00,0.00,nos,1200.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,216.00,Tax Group,,,goods,,1200.00,5512.00,6504.00,,ST courier ,,Eldho
99381000014013089,2024-03-20,DC-00761,others,Draft,,99381000000098082,Cochin,99381000014013063,AKASH,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PORTABLE SCALE 30X34,,99381000006252159,PS3034,,Sales,"Make : YESWEIGH Model : YSC
Max : 50kg e:5g Min:100g
Class : III Size : 300x340 mm Display :F & B Green 2pin Adaptor",1.00,0.00,nos,2200.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,396.00,Tax Group,,,goods,,2200.00,5512.00,6504.00,,ST courier ,,Eldho
99381000014013089,2024-03-20,DC-00761,others,Draft,,99381000000098082,Cochin,99381000014013063,AKASH,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Freight Charges,,99381000000557009,COCS,,Sales,,18.00,0.00,kg,9.00,0.00,0.0,996819,FALSE,,Taxable,99381000000006208,GST18,18.000000,29.16,Tax Group,,,service,,162.00,5512.00,6504.00,,ST courier ,,Eldho
99381000014013156,2024-03-21,DC-00762,others,Draft,,99381000000098082,Cochin,99381000009860101,Sanoft Technologies Pvt Ltd,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-101 (A12PRO-(M)),,99381000015796532,A121,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB, 11.6'' IPS SCREEN, 80mm THERMAL PRINTER",1.00,0.00,nos,21500.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3870.00,Tax Group,,,goods,,21500.00,21536.00,25412.00,,ST courier ,,Eldho
99381000014013156,2024-03-21,DC-00762,others,Draft,,99381000000098082,Cochin,99381000009860101,Sanoft Technologies Pvt Ltd,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Freight Charges,,99381000000557009,COCS,,Sales,,4.00,0.00,kg,9.00,0.00,0.0,996819,FALSE,,Taxable,99381000000006208,GST18,18.000000,6.48,Tax Group,,,service,,36.00,21536.00,25412.00,,ST courier ,,Eldho
99381000014018122,2024-03-22,DC-00763,others,Draft,,99381000003083031,Head Office,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W MOTHER BOARD,,99381000000306276,ECS815,,Sales,,1.00,0.00,pcs,6900.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,1242.00,Tax Group,,,goods,,6900.00,6900.00,8142.00,,ST courier ,,Eldho
99381000014031001,2024-03-22,DC-00764,Job Work,Draft,,99381000000098082,Cochin,99381000009860101,Sanoft Technologies Pvt Ltd,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Electronic cash register,,99381000000194004,ECR,,Sales,,1.00,0.00,nos,10700.00,0.00,0.0,84701000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1926.00,Tax Group,,,goods,,10700.00,10700.00,12626.00,1,Customer Pick,,Shalima KT
99381000014033116,2024-03-22,DC-00765,others,Draft,,99381000000098082,Cochin,99381000000014794,ALUVA SCALES INC,KL,business_gst,32AAZFA1454F1ZI,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W MOTHER BOARD,,99381000000306276,ECS815,,Sales,,1.00,0.00,pcs,6900.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1242.00,Tax Group,,,goods,,6900.00,6900.00,8142.00,,Customer Pick,,Eldho
99381000014134087,2024-03-28,DC-00766,others,Draft,,99381000003083031,Head Office,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Q9LBL PRINTER MOTHERBOARD,,99381000008802067,Q9719,,Sales,,1.00,0.00,nos,400.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,72.00,Tax Group,,,goods,,400.00,400.00,472.00,,Customer Pick,,Eldho
99381000014187209,2024-04-02,DC-00767,others,Draft,,99381000003083031,Head Office,99381000013982003,SHALIN WEIGH SYSTEM,GJ,business_gst,24AIXPB7827K1ZQ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,APCPQ Pole Display case,,99381000009380900,APDC,,Sales,,1.00,0.00,nos,150.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,27.00,ItemAmount,INTD,,goods,,150.00,280.00,330.00,,Delhivery,,Eldho
99381000014187209,2024-04-02,DC-00767,others,Draft,,99381000003083031,Head Office,99381000013982003,SHALIN WEIGH SYSTEM,GJ,business_gst,24AIXPB7827K1ZQ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,APCPQ Pole Display,,99381000009380587,APCPQP,,Sales,,1.00,0.00,nos,130.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,23.40,ItemAmount,INTD,,goods,,130.00,280.00,330.00,,Delhivery,,Eldho
99381000014247019,2024-04-05,DC-00768,others,Draft,,99381000003083031,Head Office,99381000003573113,Marvel Scales- Aluva,KL,business_gst,32ATVPJ2032M1ZI,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Motherboard Bench & ATMPCP,,99381000006435242,BY006,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,180.00,212.00,,Customer Pick,,Eldho
99381000014297019,2024-04-08,DC-00769,others,Draft,,99381000003083031,Head Office,99381000001392083,CENTRAL TRADERS,KL,business_gst,32AFKPA2174A1Z9,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Bench Dual Display Front & Back (Green & Red LED),,99381000011994635,BY019,,Sales,,1.00,0.00,nos,275.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,49.50,Tax Group,,,goods,,275.00,275.00,325.00,,ST courier ,,Eldho
99381000014341001,2024-04-11,DC-00770,others,Draft,,99381000000098082,Cochin,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PORTABLE SCALE 30X34,,99381000006252159,PS3034,,Sales,"Make : YESWEIGH Model : YSC
Max : 50kg e:5g Min:100g
Class : III Size : 300x340 mm Display :F & B Green 2pin Adaptor",30.00,0.00,nos,1200.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,6480.00,Tax Group,,,goods,,36000.00,36000.00,42480.00,,ST courier ,,Eldho
99381000014365098,2024-04-12,DC-00771,others,Draft,,99381000003083031,Head Office,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W MOTHER BOARD,,99381000000306276,ECS815,,Sales,,1.00,0.00,pcs,6900.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,1242.00,Tax Group,,,goods,,6900.00,6900.00,8142.00,,ST courier ,,Eldho
99381000014365124,2024-04-12,DC-00772,others,Draft,,99381000003083031,Head Office,99381000005894249,JHT ELECTRONICS,KL,business_gst,32AAMFJ4623J1ZC,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Motherboard Bench & ATMPCP,,99381000006435242,BY006,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,360.00,425.00,,ST courier ,,Eldho
99381000014365124,2024-04-12,DC-00772,others,Draft,,99381000003083031,Head Office,99381000005894249,JHT ELECTRONICS,KL,business_gst,32AAMFJ4623J1ZC,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Motherboard PF PC(Q),,99381000005650001,MPPQ,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,360.00,425.00,,ST courier ,,Eldho
99381000014409080,2024-04-15,DC-00773,others,Draft,,99381000000098082,Cochin,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ELECTRONICS SCALE - PLATFOM MS,,99381000003192114,MSCKNSCALE40X40,,Sales,"Make : YESWEIGH Model : YSC 
Max : 300kg e: 50g Min : 1kg Class:III
40x40cm MS portable scale with SS chequred  plate 
1901 single display indicator, Li battery",5.00,0.00,nos,2206.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1985.40,Tax Group,,,goods,,11030.00,31255.00,36881.00,1,ST courier ,,Eldho
99381000014409080,2024-04-15,DC-00773,others,Draft,,99381000000098082,Cochin,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Platform Weighing Scale  400x500 SS,,99381000000326157,PFPC400X500SS,,Sales,"Make:YESWEIGH Model : YSP-200
Max : 200kg e: 20g Min :400gm 
Class: III
",3.00,0.00,nos,3194.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1724.76,Tax Group,,,goods,,9582.00,31255.00,36881.00,1,ST courier ,,Eldho
99381000014409080,2024-04-15,DC-00773,others,Draft,,99381000000098082,Cochin,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ELECTRONIC PLATFORM SCALE (G),,99381000004301114,PLTPC400X500MSGREEN,,Sales,"Model : YSP PC Max : 300 kg e: 50g
Size : 40*50 cm, Display : LED (Green), With Back Rail",2.00,0.00,nos,2827.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1017.72,Tax Group,,,goods,,5654.00,31255.00,36881.00,1,ST courier ,,Eldho
99381000014409080,2024-04-15,DC-00773,others,Draft,,99381000000098082,Cochin,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,IRON SEALING MACHINE 20CM,,99381000005907116,SM20,,Sales,,3.00,0.00,nos,738.00,0.00,0.0,84223000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,398.52,Tax Group,,,goods,,2214.00,31255.00,36881.00,10,ST courier ,,Eldho
99381000014409080,2024-04-15,DC-00773,others,Draft,,99381000000098082,Cochin,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,IRON SEALING MACHINE 30CM,,99381000005907131,SM30,,Sales,,3.00,0.00,nos,925.00,0.00,0.0,84223000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,499.50,Tax Group,,,goods,,2775.00,31255.00,36881.00,10,ST courier ,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PORTABLE SCALE 30X34,,99381000006252159,PS3034,,Sales,"Make : YESWEIGH Model : YSC
Max : 50kg e:5g Min:100g
Class : III Size : 300x340 mm Display :F & B Green 2pin Adaptor",30.00,0.00,nos,1643.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,8872.20,Tax Group,,,goods,,49290.00,133365.00,157371.00,,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PLATFORM SCALE 500X550-SS,,99381000006252224,PF5055,,Sales,"Make : YESWEIGH Model:YSP PC
Max:300 kg e: 50gm Min:1kg Class III
Full SS,Green Display,Pan size : 500x500 mm 3pin CPU power cable, Loadcell protection cover",4.00,0.00,nos,3754.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2702.88,Tax Group,,,goods,,15016.00,133365.00,157371.00,,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,CHICKEN SCALE 300KG SS,,99381000001933011,CS400X400SS,,Sales,"Make : YESWEIGH Model : YSC
Max : 300kg e:50g Min:1kg
Class : III",11.00,0.00,nos,2450.00,0.00,0.0,84239010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4851.00,Tax Group,,,goods,,26950.00,133365.00,157371.00,1,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ELECTRONICS SCALE - PLATFOM MS,,99381000003192114,MSCKNSCALE40X40,,Sales,"Make : YESWEIGH Model : YSC 
Max : 300kg e: 50g Min : 1kg Class:III
40x40cm MS portable scale with SS chequred  plate 
1901 single display indicator, Li battery",9.00,0.00,nos,2206.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3573.72,Tax Group,,,goods,,19854.00,133365.00,157371.00,1,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Platform Weighing Scale  400x500 SS,,99381000000326157,PFPC400X500SS,,Sales,"Make:YESWEIGH Model : YSP-200
Max : 200kg e: 20g Min :400gm 
Class: III
",4.00,0.00,nos,3194.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2299.68,Tax Group,,,goods,,12776.00,133365.00,157371.00,1,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,IRON SEALING MACHINE 20CM,,99381000005907116,SM20,,Sales,,4.00,0.00,nos,738.00,0.00,0.0,84223000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,531.36,Tax Group,,,goods,,2952.00,133365.00,157371.00,10,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,IRON SEALING MACHINE 30CM,,99381000005907131,SM30,,Sales,,4.00,0.00,nos,925.00,0.00,0.0,84223000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,666.00,Tax Group,,,goods,,3700.00,133365.00,157371.00,10,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ELECTRONIC PLATFORM SCALE (G),,99381000004301114,PLTPC400X500MSGREEN,,Sales,"Model : YSP PC Max : 300 kg e: 50g
Size : 40*50 cm, Display : LED (Green), With Back Rail",1.00,0.00,nos,2827.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,508.86,Tax Group,,,goods,,2827.00,133365.00,157371.00,1,Ecosafe,,Eldho
99381000014443105,2024-04-17,DC-00774,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,YESWEIGH BAG,,99381000007897950,BAG,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,42022210,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,133365.00,157371.00,,Ecosafe,,Eldho
99381000014556001,2024-04-24,DC-00775,others,Draft,,99381000003083031,Head Office,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS 4W DISPLAY  FRONT,,99381000001577166,ECS850,,Sales,,1.00,0.00,nos,800.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,144.00,Tax Group,,,goods,,800.00,800.00,944.00,,ST courier ,,Eldho
99381000014678345,2024-05-02,DC-00776,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PORTABLE SCALE 30X34,,99381000006252159,PS3034,,Sales,"Make : YESWEIGH Model : YSC
Max : 50kg e:5g Min:100g
Class : III Size : 300x340 mm Display :F & B Green 2pin Adaptor",25.00,0.00,nos,1643.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,7393.50,Tax Group,,,goods,,41075.00,41075.00,48469.00,,ST courier ,,Eldho
